time_s,Qin_m3_s,Qout_m3_s,Qleak_m3_s,P_damage_Pa,sensor_voltage_V,sensor_deltaP_Pa,leak_conductance_m3_Pa_s,hydrogel_swelling_fraction
213,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004780247114719209,224.35565240299206,0.0,0.0
214,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.000475173926512236,224.35565240299206,0.0,0.0
215,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004774712059021142,224.35565240299206,0.0,0.0
216,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047827077999229605,224.35565240299206,0.0,0.0
217,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047637734086031013,224.35565240299206,0.0,0.0
218,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.000475641323146973,224.35565240299206,0.0,0.0
219,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004769895643871924,224.35565240299206,0.0,0.0
220,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004782564452781142,224.35565240299206,0.0,0.0
221,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047529183457133785,224.35565240299206,0.0,0.0
222,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00048005206328820065,224.35565240299206,0.0,0.0
223,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047859313397602616,224.35565240299206,0.0,0.0
224,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047645235992288835,224.35565240299206,0.0,0.0
225,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004792535245005652,224.35565240299206,0.0,0.0
226,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004764754171754568,224.35565240299206,0.0,0.0
227,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047664113193999206,224.35565240299206,0.0,0.0
228,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047473392612623876,224.35565240299206,0.0,0.0
229,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004783609864075817,224.35565240299206,0.0,0.0
230,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004777832187512384,224.35565240299206,0.0,0.0
231,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047586504233455314,224.35565240299206,0.0,0.0
232,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00048144653288436674,224.35565240299206,0.0,0.0
233,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047033132110612595,224.35565240299206,0.0,0.0
234,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047792870716487865,224.35565240299206,0.0,0.0
235,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004779910758094062,224.35565240299206,0.0,0.0
236,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047480915068214767,224.35565240299206,0.0,0.0
237,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047661106938682647,224.35565240299206,0.0,0.0
238,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004800902629413623,224.35565240299206,0.0,0.0
239,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004752775509437699,224.35565240299206,0.0,0.0
240,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004748206500359567,224.35565240299206,0.0,0.0
241,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.000477431298250907,224.35565240299206,0.0,0.0
242,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004770946064205392,224.35565240299206,0.0,0.0
243,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004755594365094363,224.35565240299206,0.0,0.0
244,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.000478348966203784,224.35565240299206,0.0,0.0
245,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004756546285755413,224.35565240299206,0.0,0.0
246,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047613280868306614,224.35565240299206,0.0,0.0
247,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004778812709355069,224.35565240299206,0.0,0.0
248,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004793156094515788,224.35565240299206,0.0,0.0
249,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004769826173654773,224.35565240299206,0.0,0.0
250,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047828225022047543,224.35565240299206,0.0,0.0
251,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004745285852525948,224.35565240299206,0.0,0.0
252,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004762432349669553,224.35565240299206,0.0,0.0
253,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047496723665883535,224.35565240299206,0.0,0.0
254,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004762621618332662,224.35565240299206,0.0,0.0
255,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047600560346978504,224.35565240299206,0.0,0.0
256,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047809740353841587,224.35565240299206,0.0,0.0
257,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047519531085081084,224.35565240299206,0.0,0.0
258,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047296200915534104,224.35565240299206,0.0,0.0
259,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004771507808149902,224.35565240299206,0.0,0.0
260,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004777169547593834,224.35565240299206,0.0,0.0
261,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004768470791083358,224.35565240299206,0.0,0.0
262,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004774939662711574,224.35565240299206,0.0,0.0
263,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004779343643012622,224.35565240299206,0.0,0.0
264,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004762550184160188,224.35565240299206,0.0,0.0
265,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004771132407700553,224.35565240299206,0.0,0.0
266,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004736536585162698,224.35565240299206,0.0,0.0
267,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047653100241804486,224.35565240299206,0.0,0.0
268,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047588358174869227,224.35565240299206,0.0,0.0
269,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047462736196795554,224.35565240299206,0.0,0.0
270,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004771329174089642,224.35565240299206,0.0,0.0
271,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047365793262377725,224.35565240299206,0.0,0.0
272,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004777967941289953,224.35565240299206,0.0,0.0
273,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047814806110772735,224.35565240299206,0.0,0.0
274,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004772639397416556,224.35565240299206,0.0,0.0
275,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047676084048788937,224.35565240299206,0.0,0.0
276,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004793340421041532,224.35565240299206,0.0,0.0
277,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004766015952722128,224.35565240299206,0.0,0.0
278,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047986637888483395,224.35565240299206,0.0,0.0
279,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047374712890286413,224.35565240299206,0.0,0.0
280,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004766933996067705,224.35565240299206,0.0,0.0
281,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047781532115334706,224.35565240299206,0.0,0.0
282,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047834808194052226,224.35565240299206,0.0,0.0
283,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004773002666523715,224.35565240299206,0.0,0.0
284,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047697756464081594,224.35565240299206,0.0,0.0
285,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047862042763517783,224.35565240299206,0.0,0.0
286,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004783709958916008,224.35565240299206,0.0,0.0
287,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004769057557140782,224.35565240299206,0.0,0.0
288,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004775729731995464,224.35565240299206,0.0,0.0
289,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047465297949659846,224.35565240299206,0.0,0.0
290,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047425566495546404,224.35565240299206,0.0,0.0
291,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047649936329675533,224.35565240299206,0.0,0.0
292,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004755842065598461,224.35565240299206,0.0,0.0
293,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047920178245120534,224.35565240299206,0.0,0.0
294,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004752565702850899,224.35565240299206,0.0,0.0
295,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047659257264298166,224.35565240299206,0.0,0.0
296,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004755620690720534,224.35565240299206,0.0,0.0
297,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.0004733306934407678,224.35565240299206,0.0,0.0
298,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00048109312121664386,224.35565240299206,0.0,0.0
299,1.620552827036698e-09,1.6205528270366982e-09,0.0,516.1408506968388,-0.00047600950934584827,224.35565240299206,0.0,0.0
300,2.2499284147723495e-09,1.0305411353389638e-09,1.219387279433386e-09,152.42340992917326,-5.3832109697109404e-05,24.309732377953708,8e-12,0.0
301,2.2499284147723495e-09,1.0305411353389638e-09,1.219387279433386e-09,152.42340992917326,-5.04494781879647e-05,24.309732377953708,8e-12,0.0
302,2.2499284147723495e-09,1.0305411353389638e-09,1.219387279433386e-09,152.42340992917326,-5.426049844563061e-05,24.309732377953708,8e-12,0.0
303,2.2499284147723495e-09,1.0305411353389638e-09,1.219387279433386e-09,152.42340992917326,-5.262467070478166e-05,24.309732377953708,8e-12,0.0
304,2.2499284147723495e-09,1.0305411353389638e-09,1.219387279433386e-09,152.42340992917326,-5.1228404059252926e-05,24.309732377953708,8e-12,0.0
305,2.2499284147723495e-09,1.0305411353389638e-09,1.219387279433386e-09,152.42340992917326,-5.040685279790293e-05,24.309732377953708,8e-12,0.0
306,2.2479002973249733e-09,1.0324424054698784e-09,1.2154578918550948e-09,153.59546315448202,-5.285348505659987e-05,24.954365929977882,7.913371052064351e-12,0.011049610706077684
307,2.245863679542196e-09,1.0343516442881193e-09,1.211512035254076e-09,154.77242874102282,-5.5963675436223824e-05,25.601701298610266,7.827699320279268e-12,0.021977127515399486
308,2.2438186343750787e-09,1.0362687834053042e-09,1.207549850969774e-09,155.9542645302282,-5.68657077251646e-05,26.251715296484832,7.742974227778925e-12,0.0327838995179941
309,2.2417652364243266e-09,1.0381937528865808e-09,1.2035714835377452e-09,157.14092741019797,-5.537590628357523e-05,26.90438421189924,7.65918531456775e-12,0.04347126089697073
310,2.2397035619366467e-09,1.0401264812540456e-09,1.1995770806826001e-09,158.33237331780455,-5.854776764375427e-05,27.559683809972313,7.57632223622904e-12,0.05404053109323459
311,2.2376336888004826e-09,1.042066895490736e-09,1.1955667933097463e-09,159.52855724115582,-6.330178853909624e-05,28.217589333999115,7.494374762647882e-12,0.06449301496838222
312,2.2355556965411322e-09,1.044014921045214e-09,1.1915407754959182e-09,160.72943322242,-5.9649706960338406e-05,28.87807550700461,7.413332776748143e-12,0.074830002965798
313,2.2334696663152273e-09,1.045970481836739e-09,1.1874991844784883e-09,161.93495436101358,-6.191283455771951e-05,29.54111653349645,7.333186273243444e-12,0.08505277126996902
314,2.2313756809045836e-09,1.047933500261031e-09,1.183442180643552e-09,163.14507281715612,-6.24121701889141e-05,30.2066861014209,7.253925357401923e-12,0.09516258196404048
315,2.22927382470941e-09,1.0499038971966372e-09,1.1793699275127725e-09,164.35973981579295,-6.62512396170486e-05,30.874757384319793,7.175540243824659e-12,0.10516068318563021
316,2.2271641837408838e-09,1.0518815920118953e-09,1.175282591728988e-09,165.5789056508891,-6.534591062794961e-05,31.545303043692485,7.098021255237576e-12,0.11504830928092147
317,2.225046845613073e-09,1.0538665025725037e-09,1.1711803430405693e-09,166.8025196900954,-7.055378891184126e-05,32.21829523156211,7.021358821296709e-12,0.12482668095705252
318,2.222921899534217e-09,1.0558585452496964e-09,1.16706335428452e-09,168.03053037978808,-6.872623105832668e-05,32.89370559324746,6.9455434774066686e-12,0.13449700543282295
319,2.2207894362973524e-09,1.0578576349290277e-09,1.1629318013683244e-09,169.2628852504844,-7.228663781346141e-05,33.571505270341476,6.8705658635521595e-12,0.1440604765877348
320,2.218649548270297e-09,1.0598636850197682e-09,1.1587858632505283e-09,170.4995309226342,-7.14018328460362e-05,34.25166490389665,6.796416723142415e-12,0.15351827510938587
321,2.2165023293849687e-09,1.0618766074649103e-09,1.1546257219200584e-09,171.74041311278913,-7.218885621789364e-05,34.934154637818466,6.723086901868387e-12,0.16287156863923635
322,2.214347875126062e-09,1.0638963127517903e-09,1.1504515623742718e-09,172.98547664014933,-7.712661762013355e-05,35.61894412246539,6.650567346572585e-12,0.17212151191676217
323,2.2121862825190606e-09,1.0659227099233214e-09,1.1462635725957392e-09,174.23466543348894,-7.72164083082036e-05,36.30600251845863,6.578849104131378e-12,0.18126924692201818
324,2.2100176501176005e-09,1.0679557065898419e-09,1.1420619435277587e-09,175.4879225384597,-7.8500104762572e-05,36.99529850069868,6.507923320349672e-12,0.1903159030166236
325,2.207842077990177e-09,1.0699952089415763e-09,1.1378468690486013e-09,176.74519012527313,-7.766743412206177e-05,37.68680026259088,6.4377812388677754e-12,0.19926259708319194
326,2.205659667706201e-09,1.0720411217617108e-09,1.1336185459444892e-09,178.00640949676028,-8.009901382275558e-05,38.380475520477944,6.3684142000803685e-12,0.20811043366321835
327,2.2034705223213884e-09,1.0740933484400794e-09,1.1293771738813094e-09,179.27152109680932,-8.543659827285003e-05,39.076291518281124,6.299813640067396e-12,0.21686050509344446
328,2.2012747463625254e-09,1.076151790987461e-09,1.125122955375064e-09,180.54046451917876,-8.35652162072878e-05,39.774215032346945,6.231971089536786e-12,0.2255138916407161
329,2.1990724458115522e-09,1.0782163500504858e-09,1.1208560957610662e-09,181.8131785166868,-8.447704866893205e-05,40.47421237650204,6.164878172778846e-12,0.2340716616353513
330,2.196863728089028e-09,1.0802869249271478e-09,1.11657680316188e-09,183.08960101077363,-8.32107419492748e-05,41.176249407311815,6.098526606632217e-12,0.24253487160303355
331,2.1946487020369307e-09,1.0823634135829188e-09,1.1122852884540116e-09,184.36966910143624,-9.231203740226188e-05,41.88029152954496,6.032908199461247e-12,0.25090456639524916
332,2.1924274779008323e-09,1.0844457126674673e-09,1.1079817652333655e-09,185.65331907753333,-9.152601366257909e-05,42.58630370184139,5.968014850144669e-12,0.2591817793182821
333,2.1902001673114288e-09,1.0865337175319687e-09,1.1036664497794599e-09,186.94048642745767,-8.929024556386843e-05,43.2942504425815,5.903838547075452e-12,0.26736753226078425
334,2.187966883265437e-09,1.0886273222470128e-09,1.099339561018424e-09,188.23110585017423,-9.617484015278757e-05,44.00409583595771,5.840371367171705e-12,0.2754628358199356
335,2.185727740105873e-09,1.0907264196210959e-09,1.0950013204847768e-09,189.5251112666207,-9.737528788308095e-05,44.715803538244586,5.777605474898509e-12,0.28346868942621073
336,2.1834828535016976e-09,1.0928309012196978e-09,1.0906519522819998e-09,190.82243583146726,-9.545774693902192e-05,45.429336784266724,5.715533121300549e-12,0.2913860814667667
337,2.1812323404268546e-09,1.0949406573849361e-09,1.0862916830419189e-09,192.12301194523252,-9.597443710723131e-05,46.14465839406256,5.654146643045458e-12,0.2992159894074672
338,2.1789763191386936e-09,1.0970555772557926e-09,1.0819207418829014e-09,193.42677126675216,-0.00010087167715092378,46.86173077974232,5.593438461477702e-12,0.3069593799135585
339,2.1767149091557912e-09,1.0991755487889029e-09,1.0775393603668883e-09,194.733644725996,-9.998076153860521e-05,47.580515952537354,5.533401081682944e-12,0.31461720896901235
340,2.174448231235177e-09,1.1013004587799103e-09,1.0731477724552666e-09,196.0435625372295,-0.0001023573614869426,48.30097553003884,5.474027091562731e-12,0.3221904219945497
341,2.17217640734897e-09,1.103430192885364e-09,1.068746214463606e-09,197.35645421251516,-0.0001010875041914196,49.02307074362386,5.415309160919413e-12,0.3296799539643607
342,2.1698995606604353e-09,1.1055646356451663e-09,1.0643349250152694e-09,198.67224857554962,-0.00010566516031486132,49.746762446065844,5.3572400405511695e-12,0.3370867295215345
343,2.1676178154994714e-09,1.107703670505554e-09,1.0599141449939172e-09,199.99087377583058,-0.00010522205699351271,50.4720111193262,5.29981256135704e-12,0.3444116630922144
344,2.165331297337529e-09,1.1098471798426083e-09,1.0554841174949209e-09,201.31225730314952,-0.00011055243781711298,51.198776882525635,5.243019633451837e-12,0.3516556589984903
345,2.163040132761983e-09,1.1119950449862802e-09,1.0510450877757031e-09,202.63632600240288,-0.00011066274711711534,51.92701950009007,5.186854245290845e-12,0.3588196115700454
346,2.1607444494499604e-09,1.1141471462449297e-09,1.04659730320503e-09,203.96300608871863,-0.00011203623628803377,52.65669839007069,5.131309462804187e-12,0.365904405254568
347,2.1584443761416275e-09,1.1163033629303595e-09,1.042141013211268e-09,205.2922231628895,-0.00011111741317673954,53.38777263263182,5.07637842854076e-12,0.37291091472694393
348,2.1561400426129715e-09,1.1184635733833412e-09,1.0376764692296302e-09,206.62390222710818,-0.00011379208079973016,54.12020097870578,5.022054360821628e-12,0.37984000499724146
349,2.1538315796480526e-09,1.1206276549996204e-09,1.0332039246484335e-09,207.9579677009979,-0.00011801327877069825,54.85394185880938,4.968330552902761e-12,0.38669253151750504
350,2.1515191190107725e-09,1.122795484256384e-09,1.0287236347543883e-09,209.29434343793062,-0.00011670700147728919,55.588953392019334,4.915200372147046e-12,0.3934693402873666
351,2.1492027934161445e-09,1.124966936739195e-09,1.024235856676949e-09,210.63295274162763,-0.00011809344821834229,56.32519339510242,4.862657259205426e-12,0.40017126795849156
352,2.1468827365010998e-09,1.1271418871693594e-09,1.01974084933174e-09,211.97371838303326,-0.0001214242950328136,57.062619391796005,4.810694727207096e-12,0.4067991419378705
353,2.144559082794824e-09,1.1293202094317334e-09,1.0152388733630902e-09,213.3165626174555,-0.00012328504926369262,57.801188622235884,4.75930636095865e-12,0.4133537804899682
354,2.142231967688649e-09,1.1315017766029497e-09,1.0107301910857e-09,214.66140720196586,-0.00012472838899440955,58.540858052525635,4.7084858161520705e-12,0.4198359928377462
355,2.1399015274055154e-09,1.1336864609800475e-09,1.006215066425467e-09,216.00817341305,-0.0001293040700445391,59.28158438444507,4.658226818581473e-12,0.42624657926256726
356,2.1375678989689978e-09,1.1358741341095012e-09,1.0016937648594966e-09,217.35678206450154,-0.00012711205429843023,60.02332406529166,4.608523163368511e-12,0.43258633120299617
357,2.1352312201719493e-09,1.1380646668166264e-09,9.971665533553224e-10,218.7071535255497,-0.00012859789886618053,60.76603329785081,4.559368714196319e-12,0.4388560313525104
358,2.1328916295447327e-09,1.1402579292353534e-09,9.926337003093784e-10,220.05920773921423,-0.00013237759198676122,61.50966805049117,4.5107574025519525e-12,0.44505645375612857
359,2.1305492663230843e-09,1.1424537908383538e-09,9.88095475484731e-10,221.41286424087627,-0.00013074299445936218,62.254184067378674,4.462683226977167e-12,0.4511883639059736
360,2.1282042704156268e-09,1.1446521204675044e-09,9.835521499481222e-10,222.76804217705873,-0.0001365569502022307,62.99953687880577,4.4151402523275e-12,0.4572525188357781
361,2.1258567823710136e-09,1.146852786364676e-09,9.79003996006338e-10,224.12466032440543,-0.00013649945381068827,63.74568181163011,4.36812260903952e-12,0.463249667214347
362,2.1235069433447712e-09,1.1490556562028268e-09,9.744512871419442e-10,225.48263710885027,-0.0001379326653135957,64.49257399981761,4.32162449240619e-12,0.46918054943798604
363,2.1211548950658045e-09,1.1512605971173928e-09,9.698942979484113e-10,226.84189062496665,-0.00013459509800718204,65.24016839508468,4.275640161860223e-12,0.4750458977219104
364,2.11880077980263e-09,1.153467475737954e-09,9.65333304064676e-10,228.20233865548914,-0.00014335777173421277,65.98841977763513,4.230163940265369e-12,0.4808464361906417
365,2.1164447403293103e-09,1.1556761582201606e-09,9.607685821091493e-10,229.56389869099442,-0.0001406247280866637,66.73728276698503,4.185190213215522e-12,0.486582880967408
366,2.114086919891136e-09,1.157886510277907e-09,9.56200409613229e-10,230.92648794973547,-0.00014145752937784088,67.48671183287138,4.140713428341577e-12,0.49225594026255404
367,2.1117274621700636e-09,1.1600983972157329e-09,9.516290649543303e-10,232.2900233976156,-0.0001441792174863696,68.23666130623792,4.096728094625946e-12,0.4978663144609763
368,2.1093665112499234e-09,1.162311683961441e-09,9.47054827288482e-10,233.65442176829447,-0.00014416495348027665,68.98708539029352,4.0532287817246514e-12,0.5034146962085905
369,2.1070042115814178e-09,1.1645262350989043e-09,9.424779764825138e-10,235.01959958341462,-0.00015012885605080947,69.73793817163684,4.010210119296896e-12,0.5089017704978449
370,2.1046407079469356e-09,1.166741914901059e-09,9.378987930458765e-10,236.3854731729386,-0.00015427952199780696,70.4891736314419,3.967666796342065e-12,0.5143282147522876
371,2.1022761454251783e-09,1.168958587363056e-09,9.333175580621223e-10,237.75195869558604,-0.00014978170799688706,71.2407456566985,3.925593560544028e-12,0.5196946989102006
372,2.0999106693556506e-09,1.1711761162355587e-09,9.287345531200918e-10,239.1189721593607,-0.00015530395583073273,71.99260805150215,3.883985217622704e-12,0.5250018855073083
373,2.0975444253029995e-09,1.1733943650581697e-09,9.241500602448293e-10,240.4864294421551,-0.00015516257345386496,72.74471454838658,3.8428366306927845e-12,0.5302504297585735
374,2.0951775590212403e-09,1.1756131971929645e-09,9.195643618282764e-10,241.85424631242466,-0.00015846535996788148,73.49701881969489,3.802142719629546e-12,0.5354409796390885
375,2.0928102164178887e-09,1.17783247585812e-09,9.149777405597682e-10,243.22233844991803,-0.0001556012001006967,74.24947448898106,3.761898460441665e-12,0.5405741759640734
376,2.0904425435180023e-09,1.180052064161624e-09,9.103904793563782e-10,244.59062146645493,-0.00015757402217280315,75.00203514243785,3.7220988846509644e-12,0.5456506524679893
377,2.0880746864281694e-09,1.1822718251350303e-09,9.058028612931398e-10,245.9590109267386,-0.00016234301314270463,75.75465434034399,3.6827390786790174e-12,0.5506710358827784
378,2.085706791300454e-09,1.1844916217672657e-09,9.012151695331879e-10,247.32742236919356,-0.00016069449098576663,76.50728562852447,3.643814183240527e-12,0.5556359460152389
379,2.0833390042963054e-09,1.1867113170384523e-09,8.966276872578529e-10,248.69577132681687,-0.0001638574360171772,77.25988254981951,3.605319392743408e-12,0.5605459958235449
380,2.0809714715504837e-09,1.1889307739537387e-09,8.920406975967452e-10,250.06397334803285,-0.00016597711240551652,78.01239865555416,3.5672499546954933e-12,0.5654017914929218
381,2.07860433913498e-09,1.1911498555771124e-09,8.874544835578676e-10,251.43194401753865,-0.0001671815753620313,78.76478751700378,3.5296011691178077e-12,0.5702039325104837
382,2.0762377530229782e-09,1.1933684250651886e-09,8.828693279577901e-10,252.79959897713175,-0.00016929961253276738,79.5170027368491,3.492368387964312e-12,0.574953011739246
383,2.073871859052871e-09,1.1955863457009452e-09,8.782855133519263e-10,254.16685394650688,-0.00016926134114072315,80.26899796061446,3.4555470145480665e-12,0.5796496154913181
384,2.0715068028923406e-09,1.1978034809273929e-09,8.73703321964947e-10,255.53362474401268,-0.00017146732876940522,81.02072688808445,3.419132502973734e-12,0.5842943236002891
385,2.069142730002529e-09,1.2000196943811632e-09,8.691230356213658e-10,256.8998273073563,-0.00017438296662955155,81.77214328469111,3.38312035757635e-12,0.5888877094928125
386,2.0667797856023247e-09,1.2022348499259907e-09,8.645449356763344e-10,258.26537771424535,-0.0001732667674172193,82.52320099286743,3.3475061323662973e-12,0.5934303402594009
387,2.064418114632767e-09,1.2044488116860832e-09,8.59969302946684e-10,259.6301922029569,-0.00017809661700522386,83.2738539433598,3.312285430480415e-12,0.5979227767244369
388,2.062057861721596e-09,1.2066614440793484e-09,8.553964176422482e-10,260.99418719282284,-0.0001778932280115024,84.02405616649591,3.277453903639165e-12,0.6023655735154126
389,2.059699171147976e-09,1.2088726118504725e-09,8.508265592975032e-10,262.35727930462,-0.000179215159327914,84.7737618033986,3.2430072516098106e-12,0.6067592791314018
390,2.057342186807385e-09,1.2110821801038276e-09,8.462600067035574e-10,263.7193853808558,-0.00017869307882913937,85.52292511714333,3.208941221675508e-12,0.6111044360107771
391,2.0549870521767196e-09,1.2132900143361876e-09,8.416970378405325e-10,265.0804225059381,-0.00018425154979687957,86.271500503852,3.1752516081102805e-12,0.6154015805981785
392,2.0526339102796094e-09,1.2154959804692466e-09,8.371379298103628e-10,266.4403080262194,-0.0001813431309852732,87.01944250371659,3.1419342516597873e-12,0.6196512434107415
393,2.0502829036519637e-09,1.2176999448819118e-09,8.325829587700521e-10,267.7989595699048,-0.00018606415324133555,87.76670581194935,3.1089850390278277e-12,0.6238539491035935
394,2.047934174307782e-09,1.2199017744423608e-09,8.280323998654212e-10,269.1562950668144,-0.0001883900868165251,88.51324528965159,3.076399902368523e-12,0.6280102165346272
395,2.0455878637052205e-09,1.2221013365398449e-09,8.234865271653763e-10,270.5122327679886,-0.0001909310954319222,89.25901597459745,3.0441748187841084e-12,0.6321205588285577
396,2.0432441127129617e-09,1.2242984991162263e-09,8.189456135967358e-10,271.86669126512857,-0.00018999585200913993,90.00397309192513,3.0123058098282718e-12,0.6361854834402715
397,2.040903061576872e-09,1.226493130697226e-09,8.144099308796468e-10,273.21958950986067,-0.00019265103457660922,90.74807206473352,2.980788941014986e-12,0.6402054922174762
398,2.0385648498869918e-09,1.2286851004233758e-09,8.098797494636159e-10,274.570846832815,-0.0001965346728780518,91.49126852457451,2.9496203213327605e-12,0.6441810814626581
